image,sensitivity_oc,precision_oc,fscore_oc,sensitivity_od,precision_od,fscore_od
drishtiGS_002.png,0.9887592209129714,0.538839494607163,0.6975420504101232,0.9907586680262169,0.8917562723904122,0.9386536790142812
drishtiGS_004.png,0.7581445585953367,0.3989278363122649,0.522775771534366,0.9146525460479523,0.6385282262083644,0.7520452251722439
drishtiGS_008.png,0.9999999999293635,0.40950507649736756,0.5810618106827701,0.9884031174551409,0.8512784849590171,0.9147298640013561
drishtiGS_010.png,0.999999999877511,0.07840576230416897,0.14541036841413288,0.9966535521865723,0.3377055209057653,0.5044746373799162
drishtiGS_012.png,0.9929843139193206,0.21355367665594055,0.3515103162941174,0.9850088967752445,0.4796127229552659,0.6451119800463863
drishtiGS_015.png,0.9747274528700183,0.2299867487693249,0.37216164868963314,0.8458737863971841,0.6424573573369844,0.7302641950417047
drishtiGS_016.png,0.0,0.0,0.0,0.15087584876547763,0.12264029379418595,0.13530017348005233
drishtiGS_017.png,0.723967193173634,0.6751175570597949,0.6986890728681545,0.9267499701870889,0.8818421812391016,0.9037380402868423
drishtiGS_018.png,0.730681739824544,0.5995305562455946,0.6586402815393445,0.9735938989381235,0.7542279004425267,0.8499849435289007
drishtiGS_022.png,0.999999999927278,0.3303305467394463,0.49661386673585156,0.2826805545613341,0.2865476635254192,0.2846004732711209
drishtiGS_024.png,0.9999999999789584,0.6061321055440697,0.754771946916482,0.9999368641225924,0.8994329106457076,0.9470253371350706
drishtiGS_026.png,0.9999999999503352,0.2744234857946571,0.43066260708355386,0.9848503792409592,0.4984023200580185,0.661858068050937
drishtiGS_031.png,0.9070766137828554,0.3413095422216267,0.49599020996184956,0.9994284344451311,0.4870216799445915,0.6549065898177192
drishtiGS_032.png,0.9944852195371443,0.2587953485399954,0.41071081800534076,0.9995600472509295,0.48226653566414207,0.6506213904153249
drishtiGS_033.png,0.9441135907427246,0.3027601318721579,0.45849025575899843,0.9999999999885455,0.5816382957421523,0.7354879172583788
drishtiGS_035.png,0.999999999969988,0.44872399164435095,0.6194743574221953,0.9507392428456901,0.7258248200983135,0.8231951806118815
drishtiGS_036.png,0.9911276773944179,0.2622119751626799,0.41470855572707166,0.9999999999851145,0.49871570257380093,0.6655236466169596
drishtiGS_037.png,0.9999999999398858,0.31313530607045525,0.4769273450416128,0.995298022389776,0.7383204415279518,0.8477626037747236
drishtiGS_038.png,0.7634356104419034,0.46124523505941994,0.5750571691488784,0.7837266801440355,0.7334763767855876,0.7577688750787581
drishtiGS_040.png,0.9999999999375273,0.1996333341622854,0.33282364213027565,0.9730388285771938,0.3716297145188613,0.5378423924844984
drishtiGS_041.png,0.7486988492217591,0.3151378728130248,0.4435702134532699,0.9120608538757412,0.4924076374617818,0.6395378939141367
drishtiGS_042.png,0.26346507891952425,0.1858781262902894,0.21797274625859508,0.502991168923003,0.3034884101599047,0.37856333838690326
drishtiGS_044.png,0.9259363164106262,0.31277442587243304,0.46759740765190916,0.9991362522614622,0.6104314786504857,0.7578479975759843
drishtiGS_045.png,0.7018014564294939,0.21682752086515403,0.33129741832571075,0.9866832025172471,0.5380496241542158,0.6963635448852326
drishtiGS_046.png,0.6946129803059811,0.7265617487507112,0.7102277520754434,0.9227754672898546,0.8162203132812914,0.8662328641600389
drishtiGS_047.png,0.5363235034244632,0.6141961577102448,0.5726239366585946,0.7581747125037511,0.5883918830396204,0.6625792098956482
drishtiGS_049.png,0.999999999966434,0.4265261711083134,0.5979923547795466,0.9999999999877129,0.6538866347916773,0.7907267955006677
drishtiGS_051.png,0.7978962840109367,0.30729903763962463,0.44370896900309803,0.5795618352456455,0.5036338193415832,0.5389361929678606
