image,sensitivity_oc,precision_oc,fscore_oc,sensitivity_od,precision_od,fscore_od
drishtiGS_057.png,0.7373137671817344,0.34333107296585125,0.46850266274920666,0.9639728532690611,0.4608154437258598,0.6235498526775486
drishtiGS_058.png,0.9999999999430589,0.29699152756841374,0.45796952758291926,0.9950176539624359,0.5428840514507708,0.7024881526598679
drishtiGS_060.png,0.9999999999566724,0.2798186270910039,0.4372782244703865,0.9999999999861159,0.60620649602641,0.7548296188667095
drishtiGS_061.png,0.9647102594927968,0.6930663957995689,0.806632011721287,0.8855913532453075,0.5725609142962382,0.6954755802342694
drishtiGS_062.png,0.999999999967606,0.4486722962596301,0.6194250938614912,0.9928293631415999,0.9130434782535803,0.9512658764144638
drishtiGS_063.png,0.9999999999631037,0.2869621378929468,0.44595238113876157,0.9999999999811118,0.34139374125225597,0.5090130902584388
drishtiGS_064.png,0.9574754665785078,0.2942915947068405,0.45020637715061884,0.9999071494738485,0.5156579199345939,0.6804190872743242
drishtiGS_066.png,0.9999999998583168,0.1220283891470802,0.217513712787792,0.6032443501103502,0.5417037781876004,0.5708196732039649
drishtiGS_068.png,0.9999999997793468,0.04538808212273022,0.08683481183892211,0.9999999999481355,0.12260431636299547,0.21842817698300793
drishtiGS_069.png,0.9999999999726552,0.3344368438349633,0.5012400470771313,0.999999999986319,0.46665474928517015,0.6363521221807921
drishtiGS_075.png,0.9001751851461359,0.4049189166714374,0.5585768581557876,0.9703011196763747,0.6476794473583746,0.7768247868422217
drishtiGS_076.png,0.9999999999526313,0.21961114751823477,0.36013276509789455,0.9998507640729488,0.5413936048957876,0.7024356022966799
drishtiGS_080.png,0.861832017693741,0.3646148671331914,0.5124339493102498,0.9164178135400477,0.422238839449471,0.5781122502468541
drishtiGS_081.png,0.9999999999716722,0.5529172213869071,0.7121008869192371,0.9967753408299138,0.849495827178355,0.9172607455625168
drishtiGS_084.png,0.8812120896342068,0.4554199685113698,0.6004962688411074,0.8472676319396119,0.7982864224956596,0.8220475455676065
drishtiGS_088.png,0.5961223718622609,0.2939076999381178,0.39370525534863215,0.9511115561596012,0.4986664146453013,0.6542892388272151
drishtiGS_089.png,0.4329783693699508,0.5742089235811726,0.4936912892054749,0.9991163789667864,0.6294064014527626,0.7722948258772027
drishtiGS_090.png,0.4572359149272733,0.6068667386895474,0.5215305248891957,0.8269462712966008,0.6733529133752111,0.7422870258516149
drishtiGS_092.png,0.9033295147665152,0.7941845353868036,0.8452476823946102,0.9170141137961572,0.9269766026235396,0.9219679461630773
drishtiGS_094.png,0.619972902395163,0.8338592825977217,0.7111822249727888,0.7216404981561652,0.7580491936412452,0.7393964167763306
drishtiGS_098.png,0.9822277678149858,0.5495264329544257,0.7047602924083844,0.9996752106653821,0.8306322207898337,0.9073470088790863
drishtiGS_101.png,0.0,0.0,0.0,0.4305701603839748,0.4474749798637125,0.4388593378324849
